attemptdate,attemptresult,userid,type,defsite,groupname,maxsessionuid
3/12/2020 6:42,LOGIN,HBA2129,AUTHORIZED,TX,PLANNER,886694
3/12/2020 6:42,LOGIN,HBA1734,LIMITED,TX,MAINTENANCE TECHNICIAN,886844
3/12/2020 6:42,TIMEOUT,HBA1878,LIMITED,TX,MAINTENANCE TECHNICIAN,886842
3/12/2020 6:43,LOGIN,HBA1947,AUTHORIZED,LA,SENIOR STOREROOM CLERK,886695
3/12/2020 6:43,LOGIN,HBA1775,LIMITED,LA,MAINTENANCE TECHNICIAN,887116
3/12/2020 6:44,LOGIN,HBA1910,LIMITED,LA,MAINTENANCE TECHNICIAN,887117
3/12/2020 6:44,TIMEOUT,HBA1734,LIMITED,TX,MAINTENANCE TECHNICIAN,886844
3/12/2020 6:44,LOGIN,HBA1855,AUTHORIZED,LA,CONTRACTOR PLANNER,886845
3/12/2020 6:44,LOGIN,HBA1852,LIMITED,LA,MAINTENANCE TECHNICIAN,887118
3/12/2020 6:45,LOGOUT,HBA1907,AUTHORIZED,LA,SCHEDULER,886693
3/12/2020 6:45,LOGOUT,HBA1907,AUTHORIZED,LA,SCHEDULER,886692
3/12/2020 6:45,LOGIN,HBA2048,AUTHORIZED,LA,PLANNER,886938
3/12/2020 6:45,TIMEOUT,HBA1737,LIMITED,LA,CONTRACTOR TECHNICIAN,887048
3/12/2020 6:45,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887036
3/12/2020 6:45,TIMEOUT,HBA1922,LIMITED,LA,CONTRACTOR SUPERVISOR,886764
3/12/2020 6:45,TIMEOUT,HBA2153,LIMITED,TX,CONTRACTOR,886763
3/12/2020 6:46,LOGOUT,HBA1920,LIMITED,LA,MAINTENANCE TECHNICIAN,887205
3/12/2020 6:46,LOGIN,HBA1920,LIMITED,LA,MAINTENANCE TECHNICIAN,887213
3/12/2020 6:46,LOGOUT,HBA1920,LIMITED,LA,MAINTENANCE TECHNICIAN,887213
3/12/2020 6:46,LOGIN,HBA2077,LIMITED,LA,MAINTENANCE SUPERVISOR,886696
3/12/2020 6:46,LOGIN,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,887119
3/12/2020 6:46,LOGIN,HBA1920,LIMITED,LA,MAINTENANCE TECHNICIAN,887214
3/12/2020 6:47,LOGIN,HBA1736,AUTHORIZED,LA,PLANNER,886939
3/12/2020 6:47,LOGOUT,HBA1736,AUTHORIZED,LA,PLANNER,886939
3/12/2020 6:47,LOGIN,HBA1736,AUTHORIZED,LA,PLANNER,886940
3/12/2020 6:47,LOGOUT,HBA1852,LIMITED,LA,MAINTENANCE TECHNICIAN,887118
3/12/2020 6:47,LOGOUT,HBA1775,LIMITED,LA,MAINTENANCE TECHNICIAN,887116
3/12/2020 6:47,LOGIN,HBA2165,LIMITED,LA,MAINTENANCE SUPERVISOR,886846
3/12/2020 6:48,LOGIN,HBA1962,LIMITED,LA_PIPE,PIPELINE TECHNICIAN,887120
3/12/2020 6:48,TIMEOUT,HBA1965,LIMITED,LA,MAINTENANCE TECHNICIAN,887042
3/12/2020 6:48,LOGIN,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,886847
3/12/2020 6:48,LOGOUT,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,886847
3/12/2020 6:48,LOGIN,HBA1796,LIMITED,LA,MAINTENANCE SUPERVISOR,886848
3/12/2020 6:49,LOGIN,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,887121
3/12/2020 6:49,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,886571
3/12/2020 6:49,LOGIN,HBA1878,LIMITED,TX,MAINTENANCE TECHNICIAN,886849
3/12/2020 6:49,LOGOUT,HBA1878,LIMITED,TX,MAINTENANCE TECHNICIAN,886849
3/12/2020 6:49,LOGIN,HBA1878,LIMITED,TX,MAINTENANCE TECHNICIAN,886850
3/12/2020 6:49,LOGIN,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,886851
3/12/2020 6:50,TIMEOUT,HBA1751,AUTHORIZED,LA,ENGINEER,886685
3/12/2020 6:50,LOGOUT,HBA1962,LIMITED,LA_PIPE,PIPELINE TECHNICIAN,887120
3/12/2020 6:50,LOGOUT,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,887119
3/12/2020 6:50,TIMEOUT,HBA1773,AUTHORIZED,TX,ENGINEER,886936
3/12/2020 6:51,TIMEOUT,HBA1871,LIMITED,TX,MAINTENANCE TECHNICIAN,887031
3/12/2020 6:51,LOGIN,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,886852
3/12/2020 6:52,LOGIN,HBA1970,LIMITED,LA,CONTRACTOR SUPERVISOR,887215
3/12/2020 6:52,LOGIN,HBA2160,LIMITED,LA,CONTRACTOR SUPERVISOR,886572
3/12/2020 6:52,LOGIN,HBA1617,LIMITED,LA,QUICK REPORTING USER,886769
3/12/2020 6:52,LOGIN,HBA2094,AUTHORIZED,LA,CONTRACTOR PLANNER,886770
3/12/2020 6:52,TIMEOUT,HBA1926,AUTHORIZED,LA,PLANNER,887207
3/12/2020 6:52,LOGOUT,HBA2165,LIMITED,LA,MAINTENANCE SUPERVISOR,886846
3/12/2020 6:52,TIMEOUT,HBA1761,LIMITED,LA,CONTRACTOR TECHNICIAN,887110
3/12/2020 6:53,TIMEOUT,HBA1847,AUTHORIZED,TX,MAINTENANCE SUPERVISOR,886840
3/12/2020 6:53,LOGIN,HBA1871,LIMITED,TX,MAINTENANCE TECHNICIAN,887049
3/12/2020 6:53,LOGIN,HBA1798,EXPRESS,TX,MAINTENANCE TECHNICIAN,886573
3/12/2020 6:53,TIMEOUT,HBA1892,LIMITED,TX,MAINTENANCE TECHNICIAN,887045
3/12/2020 6:53,LOGOUT,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,887121
3/12/2020 6:54,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887122
3/12/2020 6:54,LOGIN,HBA2095,AUTHORIZED,TX,PLANNER,887123
3/12/2020 6:54,TIMEOUT,HBA2083,LIMITED,TX,MAINTENANCE TECHNICIAN,887209
3/12/2020 6:55,LOGIN,HBA1822,AUTHORIZED,LA,STOREROOM CLERK,886574
3/12/2020 6:55,TIMEOUT,HBA1928,LIMITED,LA,CONTRACTOR SUPERVISOR,887210
3/12/2020 6:55,LOGIN,HBA1926,AUTHORIZED,LA,PLANNER,887216
3/12/2020 6:56,LOGIN,HBA1965,LIMITED,LA,MAINTENANCE TECHNICIAN,887050
3/12/2020 6:57,TIMEOUT,HBA1617,LIMITED,LA,QUICK REPORTING USER,886769
3/12/2020 6:57,LOGOUT,HBA1910,LIMITED,LA,MAINTENANCE TECHNICIAN,887117
3/12/2020 6:57,LOGIN,HBA2023,AUTHORIZED,TX,PLANNER,886942
3/12/2020 6:58,LOGIN,HBA1751,AUTHORIZED,LA,ENGINEER,886697
3/12/2020 6:58,LOGOUT,HBA1751,AUTHORIZED,LA,ENGINEER,886697
3/12/2020 6:58,LOGIN,HBA1751,AUTHORIZED,LA,ENGINEER,886698
3/12/2020 6:58,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887122
3/12/2020 7:00,LOGIN,HBA2065,AUTHORIZED,TX,CONTRACTOR TECHNICIAN,886771
3/12/2020 7:00,LOGIN,HBA1695,LIMITED,LA,MAINTENANCE TECHNICIAN,887217
3/12/2020 7:00,LOGIN,HBA1889,LIMITED,LA,MAINTENANCE TECHNICIAN,887051
3/12/2020 7:00,LOGOUT,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,886852
3/12/2020 7:00,LOGIN,HBA2047,LIMITED,TX,MAINTENANCE TECHNICIAN,886699
3/12/2020 7:01,LOGIN,HBA1798,EXPRESS,TX,MAINTENANCE TECHNICIAN,886700
3/12/2020 7:01,LOGOUT,HBA1889,LIMITED,LA,MAINTENANCE TECHNICIAN,887051
3/12/2020 7:01,LOGIN,HBA1712,LIMITED,LA,MAINTENANCE TECHNICIAN,887124
3/12/2020 7:02,TIMEOUT,HBA1794,LIMITED,LA,MAINTENANCE SUPERVISOR,886566
3/12/2020 7:04,TIMEOUT,HBA1712,LIMITED,LA,MAINTENANCE TECHNICIAN,887124
3/12/2020 7:05,LOGIN,HBA1861,LIMITED,LA,CONTRACTOR SUPERVISOR,887052
3/12/2020 7:05,TIMEOUT,HBA1730,LIMITED,TX,MAINTENANCE TECHNICIAN,887043
3/12/2020 7:05,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887125
3/12/2020 7:06,TIMEOUT,HBA1944,LIMITED,TX,MAINTENANCE TECHNICIAN,886570
3/12/2020 7:06,LOGIN,HBA2057,LIMITED,LA,CONTRACTOR SUPERVISOR,887218
3/12/2020 7:06,LOGIN,HBA2121,AUTHORIZED,LA,STOREROOM CLERK,886772
3/12/2020 7:06,LOGOUT,HBA1855,AUTHORIZED,LA,CONTRACTOR PLANNER,886845
3/12/2020 7:07,TIMEOUT,HBA1601,AUTHORIZED,TX,STOREROOM CLERK,886690
3/12/2020 7:07,LOGIN,HBA1629,AUTHORIZED,TX,PLANNER,886943
3/12/2020 7:07,LOGIN,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,886575
3/12/2020 7:09,TIMEOUT,HBA2112,AUTHORIZED,LA,SCHEDULER,886932
3/12/2020 7:09,LOGOUT,HBA2057,LIMITED,LA,CONTRACTOR SUPERVISOR,887218
3/12/2020 7:10,LOGIN,HBA1864,AUTHORIZED,TX,PLANNER,886944
3/12/2020 7:10,TIMEOUT,HBA2079,AUTHORIZED,TX,IT ANALYST,886838
3/12/2020 7:10,TIMEOUT,HBA2079,AUTHORIZED,TX,IT ANALYST,886838
3/12/2020 7:10,LOGIN,HBA1730,LIMITED,TX,MAINTENANCE TECHNICIAN,887053
3/12/2020 7:10,TIMEOUT,HBA1968,LIMITED,LA,MAINTENANCE TECHNICIAN,887212
3/12/2020 7:10,LOGIN,HBA1975,LIMITED,LA,CONTRACTOR SUPERVISOR,887219
3/12/2020 7:10,SYSLOGOUT,HBA1849,AUTHORIZED,TX,STOREROOM CLERK,886400
3/12/2020 7:12,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887125
3/12/2020 7:13,LOGIN,HBA1922,LIMITED,LA,CONTRACTOR SUPERVISOR,886773
3/12/2020 7:13,TIMEOUT,HBA1965,LIMITED,LA,MAINTENANCE TECHNICIAN,887050
3/12/2020 7:13,LOGIN,HBA1790,LIMITED,TX,SENIOR STOREROOM CLERK,887054
3/12/2020 7:13,LOGOUT,HBA2031,AUTHORIZED,TX,MASTER DATA,886832
3/12/2020 7:13,TIMEOUT,HBA1947,AUTHORIZED,LA,SENIOR STOREROOM CLERK,886695
3/12/2020 7:14,LOGIN,HBA1921,EXPRESS,TX,MAINTENANCE TECHNICIAN,887126
3/12/2020 7:14,LOGOUT,HBA1921,EXPRESS,TX,MAINTENANCE TECHNICIAN,887126
3/12/2020 7:14,LOGIN,HBA1921,EXPRESS,TX,MAINTENANCE TECHNICIAN,887127
3/12/2020 7:14,LOGIN,HBA1601,AUTHORIZED,TX,STOREROOM CLERK,887302
3/12/2020 7:14,LOGIN,HBA1944,LIMITED,TX,MAINTENANCE TECHNICIAN,886576
3/12/2020 7:15,TIMEOUT,HBA2099,AUTHORIZED,LA,ENGINEER,886937
3/12/2020 7:17,TIMEOUT,HBA1860,LIMITED,LA,MAINTENANCE TECHNICIAN,886843
3/12/2020 7:17,LOGIN,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,887128
3/12/2020 7:20,TIMEOUT,HBA1756,AUTHORIZED,LA,PLANNER,886691
3/12/2020 7:21,LOGIN,HBA2015,LIMITED,TX,QUICK REPORTING USER,886774
3/12/2020 7:21,LOGOUT,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,887128
3/12/2020 7:22,TIMEOUT,HBA1911,AUTHORIZED,TX,PLANNER,886931
3/12/2020 7:23,TIMEOUT,HBA2160,LIMITED,LA,CONTRACTOR SUPERVISOR,886572
3/12/2020 7:23,TIMEOUT,HBA1798,EXPRESS,TX,MAINTENANCE TECHNICIAN,886573
3/12/2020 7:23,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887129
3/12/2020 7:23,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887130
3/12/2020 7:23,LOGIN,HBA1898,LIMITED,TX,MAINTENANCE TECHNICIAN,887220
3/12/2020 7:24,LOGOUT,HBA1717,AUTHORIZED,LA,PLANNER,887112
3/12/2020 7:24,LOGIN,HBA2112,AUTHORIZED,LA,SCHEDULER,887055
3/12/2020 7:25,LOGIN,HBA1773,AUTHORIZED,TX,ENGINEER,887131
3/12/2020 7:25,LOGIN,HBA1911,AUTHORIZED,TX,PLANNER,886945
3/12/2020 7:25,LOGIN,HBA1631,LIMITED,LA,CONTRACTOR SUPERVISOR,886577
3/12/2020 7:25,LOGIN,HBA2144,AUTHORIZED,TX,MASTER DATA,887056
3/12/2020 7:26,LOGIN,HBA1879,AUTHORIZED,TX,QUICK REPORTING USER,887303
3/12/2020 7:26,LOGIN,HBA2165,LIMITED,LA,MAINTENANCE SUPERVISOR,886853
3/12/2020 7:26,LOGIN,HBA2165,LIMITED,LA,MAINTENANCE SUPERVISOR,886854
3/12/2020 7:26,LOGIN,HBA2079,AUTHORIZED,TX,IT ANALYST,887057
3/12/2020 7:26,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887130
3/12/2020 7:26,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887129
3/12/2020 7:27,TIMEOUT,HBA2023,AUTHORIZED,TX,PLANNER,886942
3/12/2020 7:28,LOGOUT,HBA2112,AUTHORIZED,LA,SCHEDULER,887055
3/12/2020 7:28,TIMEOUT,HBA2048,AUTHORIZED,LA,PLANNER,886938
3/12/2020 7:29,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887132
3/12/2020 7:29,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887133
3/12/2020 7:30,LOGOUT,HBA2079,AUTHORIZED,TX,IT ANALYST,887057
3/12/2020 7:31,TIMEOUT,HBA1798,EXPRESS,TX,MAINTENANCE TECHNICIAN,886700
3/12/2020 7:32,LOGIN,HBA2023,AUTHORIZED,TX,PLANNER,886946
3/12/2020 7:32,LOGIN,HBA1763,LIMITED,TX,ACCOUNTING,887304
3/12/2020 7:32,LOGIN,HBA1855,AUTHORIZED,LA,CONTRACTOR PLANNER,886578
3/12/2020 7:33,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887132
3/12/2020 7:33,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887133
3/12/2020 7:35,TIMEOUT,HBA1773,AUTHORIZED,TX,ENGINEER,887131
3/12/2020 7:36,LOGIN,HBA1916,AUTHORIZED,TX_PIPE,PIPELINE FIELD MGMT,886579
3/12/2020 7:36,TIMEOUT,HBA1970,LIMITED,LA,CONTRACTOR SUPERVISOR,887215
3/12/2020 7:36,TIMEOUT,HBA1975,LIMITED,LA,CONTRACTOR SUPERVISOR,887219
3/12/2020 7:36,LOGIN,HBA1671,LIMITED,LA,MAINTENANCE TECHNICIAN,887221
3/12/2020 7:36,LOGIN,HBA1612,LIMITED,TX,MAINTENANCE TECHNICIAN,887134
3/12/2020 7:36,LOGIN,HBA1947,AUTHORIZED,LA,SENIOR STOREROOM CLERK,887305
3/12/2020 7:36,LOGOUT,HBA1947,AUTHORIZED,LA,SENIOR STOREROOM CLERK,887305
3/12/2020 7:36,LOGIN,HBA1947,AUTHORIZED,LA,SENIOR STOREROOM CLERK,887306
3/12/2020 7:37,TIMEOUT,HBA1871,LIMITED,TX,MAINTENANCE TECHNICIAN,887049
3/12/2020 7:37,LOGIN,HBA1907,AUTHORIZED,LA,SCHEDULER,887058
3/12/2020 7:37,LOGIN,HBA2112,AUTHORIZED,LA,SCHEDULER,887059
3/12/2020 7:38,TIMEOUT,HBA2066,AUTHORIZED,TX,PLANNER,886569
3/12/2020 7:39,LOGIN,HBA1729,LIMITED,LA,MAINTENANCE TECHNICIAN,886855
3/12/2020 7:39,TIMEOUT,HBA1609,LIMITED,LA,CONTRACTOR SUPERVISOR,886298
3/12/2020 7:39,TIMEOUT,HBA1736,AUTHORIZED,LA,PLANNER,886940
3/12/2020 7:40,TIMEOUT,HBA1864,AUTHORIZED,TX,PLANNER,886944
3/12/2020 7:40,LOGIN,HBA1712,LIMITED,LA,MAINTENANCE TECHNICIAN,887135
3/12/2020 7:40,LOGOUT,HBA1712,LIMITED,LA,MAINTENANCE TECHNICIAN,887135
3/12/2020 7:40,TIMEOUT,HBA2068,LIMITED,LA,CONTRACTOR TECHNICIAN,886935
3/12/2020 7:40,TIMEOUT,HBA1893,AUTHORIZED,LA,PLANNER,886767
3/12/2020 7:40,LOGIN,HBA1626,EXPRESS,TX,MAINTENANCE TECHNICIAN,886856
3/12/2020 7:40,LOGIN,HBA1928,LIMITED,LA,CONTRACTOR SUPERVISOR,886947
3/12/2020 7:41,TIMEOUT,HBA1635,LIMITED,LA,MAINTENANCE TECHNICIAN,886761
3/12/2020 7:41,LOGIN,HBA2160,LIMITED,LA,CONTRACTOR SUPERVISOR,886580
3/12/2020 7:41,TIMEOUT,HBA1763,LIMITED,TX,ACCOUNTING,887304
3/12/2020 7:41,LOGIN,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,886857
3/12/2020 7:42,LOGOUT,HBA2112,AUTHORIZED,LA,SCHEDULER,887059
3/12/2020 7:42,LOGIN,HBA1864,AUTHORIZED,TX,PLANNER,886948
3/12/2020 7:42,LOGOUT,HBA1922,LIMITED,LA,CONTRACTOR SUPERVISOR,886773
3/12/2020 7:42,LOGIN,HBA1712,LIMITED,LA,MAINTENANCE TECHNICIAN,887060
3/12/2020 7:42,LOGOUT,HBA2077,LIMITED,LA,MAINTENANCE SUPERVISOR,886696
3/12/2020 7:42,LOGIN,HBA1837,LIMITED,LA,CONTRACTOR SUPERVISOR,887307
3/12/2020 7:44,LOGOUT,HBA1928,LIMITED,LA,CONTRACTOR SUPERVISOR,886947
3/12/2020 7:44,LOGOUT,HBA1916,AUTHORIZED,TX_PIPE,PIPELINE FIELD MGMT,886579
3/12/2020 7:45,TIMEOUT,HBA1921,EXPRESS,TX,MAINTENANCE TECHNICIAN,887127
3/12/2020 7:46,LOGIN,HBA1921,EXPRESS,TX,MAINTENANCE TECHNICIAN,887136
3/12/2020 7:46,LOGOUT,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,886851
3/12/2020 7:46,LOGIN,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,886858
3/12/2020 7:46,LOGOUT,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,886858
3/12/2020 7:46,LOGIN,HBA1824,LIMITED,LA,MAINTENANCE TECHNICIAN,886859
3/12/2020 7:46,LOGIN,HBA2031,AUTHORIZED,TX,MASTER DATA,887308
3/12/2020 7:46,LOGIN,HBA1635,LIMITED,LA,MAINTENANCE TECHNICIAN,886775
3/12/2020 7:46,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887137
3/12/2020 7:46,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887138
3/12/2020 7:47,TIMEOUT,HBA1878,LIMITED,TX,MAINTENANCE TECHNICIAN,886850
3/12/2020 7:47,TIMEOUT,HBA1656,AUTHORIZED,TX,PLANNER,887114
3/12/2020 7:47,TIMEOUT,HBA2073,LIMITED,LA,CONTRACTOR SUPERVISOR,886688
3/12/2020 7:47,LOGIN,HBA2003,AUTHORIZED,LA,SCHEDULER,886949
3/12/2020 7:47,TIMEOUT,HBA1642,LIMITED,TX,MAINTENANCE TECHNICIAN,886686
3/12/2020 7:47,LOGIN,HBA2073,LIMITED,LA,CONTRACTOR SUPERVISOR,887309
3/12/2020 7:47,LOGIN,HBA1894,AUTHORIZED,TX,PLANNER,887222
3/12/2020 7:48,LOGIN,HBA1775,LIMITED,LA,MAINTENANCE TECHNICIAN,886950
3/12/2020 7:48,TIMEOUT,HBA1926,AUTHORIZED,LA,PLANNER,887216
3/12/2020 7:48,TIMEOUT,HBA1944,LIMITED,TX,MAINTENANCE TECHNICIAN,886576
3/12/2020 7:49,LOGIN,HBA1998,LIMITED,LA,SENIOR STOREROOM CLERK,887139
3/12/2020 7:49,LOGOUT,HBA1671,LIMITED,LA,MAINTENANCE TECHNICIAN,887221
3/12/2020 7:49,TIMEOUT,HBA1790,LIMITED,TX,SENIOR STOREROOM CLERK,887054
3/12/2020 7:49,LOGIN,HBA1656,AUTHORIZED,TX,PLANNER,887140
3/12/2020 7:50,LOGIN,HBA1617,LIMITED,LA,QUICK REPORTING USER,887223
3/12/2020 7:50,LOGIN,HBA1847,AUTHORIZED,TX,MAINTENANCE SUPERVISOR,886860
3/12/2020 7:50,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887138
3/12/2020 7:50,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887137
3/12/2020 7:51,LOGOUT,HBA2003,AUTHORIZED,LA,SCHEDULER,886949
3/12/2020 7:51,LOGIN,HBA1642,LIMITED,TX,MAINTENANCE TECHNICIAN,886776
3/12/2020 7:52,TIMEOUT,HBA1998,LIMITED,LA,SENIOR STOREROOM CLERK,887139
3/12/2020 7:52,TIMEOUT,HBA1712,LIMITED,LA,MAINTENANCE TECHNICIAN,887060
3/12/2020 7:52,LOGIN,HBA1894,AUTHORIZED,TX,PLANNER,887061
3/12/2020 7:52,LOGIN,HBA1880,LIMITED,LA,SENIOR STOREROOM CLERK,886951
3/12/2020 7:53,LOGIN,HBA1878,LIMITED,TX,MAINTENANCE TECHNICIAN,886861
3/12/2020 7:53,TIMEOUT,HBA2095,AUTHORIZED,TX,PLANNER,887123
3/12/2020 7:53,TIMEOUT,HBA1898,LIMITED,TX,MAINTENANCE TECHNICIAN,887220
3/12/2020 7:53,TIMEOUT,HBA1898,LIMITED,TX,MAINTENANCE TECHNICIAN,887220
3/12/2020 7:53,TIMEOUT,HBA1617,LIMITED,LA,QUICK REPORTING USER,887223
3/12/2020 7:53,LOGIN,HBA1863,LIMITED,LA,CONTRACTOR,886581
3/12/2020 7:54,TIMEOUT,HBA2015,LIMITED,TX,QUICK REPORTING USER,886774
3/12/2020 7:54,LOGOUT,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,886857
3/12/2020 7:54,LOGIN,HBA1952,AUTHORIZED,TX,ENGINEER,887224
3/12/2020 7:54,LOGIN,HBA1738,LIMITED,LA,CONTRACTOR SUPERVISOR,886952
3/12/2020 7:54,LOGOUT,HBA1738,LIMITED,LA,CONTRACTOR SUPERVISOR,886952
3/12/2020 7:54,LOGIN,HBA1738,LIMITED,LA,CONTRACTOR SUPERVISOR,886953
3/12/2020 7:54,LOGIN,HBA1845,AUTHORIZED,LA,SCHEDULER,887141
3/12/2020 7:55,TIMEOUT,HBA1879,AUTHORIZED,TX,QUICK REPORTING USER,887303
3/12/2020 7:55,LOGOUT,HBA1775,LIMITED,LA,MAINTENANCE TECHNICIAN,886950
3/12/2020 7:55,TIMEOUT,HBA1631,LIMITED,LA,CONTRACTOR SUPERVISOR,886577
3/12/2020 7:56,TIMEOUT,HBA1730,LIMITED,TX,MAINTENANCE TECHNICIAN,887053
3/12/2020 7:56,LOGIN,HBA1672,LIMITED,TX,MAINTENANCE TECHNICIAN,887142
3/12/2020 7:56,LOGOUT,HBA1672,LIMITED,TX,MAINTENANCE TECHNICIAN,887142
3/12/2020 7:56,LOGIN,HBA1672,LIMITED,TX,MAINTENANCE TECHNICIAN,887143
3/12/2020 7:56,TIMEOUT,HBA2165,LIMITED,LA,MAINTENANCE SUPERVISOR,886853
3/12/2020 7:57,LOGIN,HBA1609,LIMITED,LA,CONTRACTOR SUPERVISOR,887225
3/12/2020 7:57,LOGIN,HBA2095,AUTHORIZED,TX,PLANNER,887144
3/12/2020 7:58,LOGIN,HBA2057,LIMITED,LA,CONTRACTOR SUPERVISOR,886954
3/12/2020 7:58,LOGIN,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,887310
3/12/2020 7:58,LOGIN,HBA1798,EXPRESS,TX,MAINTENANCE TECHNICIAN,887311
3/12/2020 7:59,TIMEOUT,HBA1952,AUTHORIZED,TX,ENGINEER,887224
3/12/2020 7:59,LOGIN,HBA1766,AUTHORIZED,LA,STOREROOM CLERK,887226
3/12/2020 7:59,LOGIN,HBA1647,LIMITED,LA,ACCOUNTING,887312
3/12/2020 7:59,LOGIN,HBA2057,LIMITED,LA,CONTRACTOR SUPERVISOR,887145
3/12/2020 8:00,LOGIN,HBA2015,LIMITED,TX,QUICK REPORTING USER,886777
3/12/2020 8:00,LOGOUT,HBA2031,AUTHORIZED,TX,MASTER DATA,887308
3/12/2020 8:00,LOGOUT,HBA1863,LIMITED,LA,CONTRACTOR,886581
3/12/2020 8:00,LOGIN,HBA2031,AUTHORIZED,TX,MASTER DATA,887313
3/12/2020 8:01,LOGOUT,HBA2031,AUTHORIZED,TX,MASTER DATA,887313
3/12/2020 8:01,TIMEOUT,HBA2057,LIMITED,LA,CONTRACTOR SUPERVISOR,886954
3/12/2020 8:01,LOGIN,HBA1790,LIMITED,TX,SENIOR STOREROOM CLERK,887063
3/12/2020 8:01,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887146
3/12/2020 8:01,LOGIN,HBA1776,AUTHORIZED,TX,SCHEDULER,887147
3/12/2020 8:01,LOGIN,HBA2031,AUTHORIZED,TX,MASTER DATA,887314
3/12/2020 8:01,LOGIN,HBA1772,AUTHORIZED,TX,ENGINEER,887315
3/12/2020 8:02,LOGIN,HBA2066,AUTHORIZED,TX,PLANNER,886582
3/12/2020 8:02,LOGOUT,HBA2031,AUTHORIZED,TX,MASTER DATA,887314
3/12/2020 8:02,LOGIN,HBA1761,LIMITED,LA,CONTRACTOR TECHNICIAN,887148
3/12/2020 8:02,LOGOUT,HBA1870,LIMITED,LA,MAINTENANCE TECHNICIAN,887310
3/12/2020 8:02,LOGIN,HBA1897,AUTHORIZED,LA,PLANNER,887316
3/12/2020 8:02,TIMEOUT,HBA2057,LIMITED,LA,CONTRACTOR SUPERVISOR,887145
3/12/2020 8:02,LOGIN,HBA1609,LIMITED,LA,CONTRACTOR SUPERVISOR,886583
3/12/2020 8:03,LOGIN,HBA2068,LIMITED,LA,CONTRACTOR TECHNICIAN,886955
3/12/2020 8:03,LOGOUT,HBA2068,LIMITED,LA,CONTRACTOR TECHNICIAN,886955
3/12/2020 8:03,LOGIN,HBA2068,LIMITED,LA,CONTRACTOR TECHNICIAN,886956
3/12/2020 8:03,LOGOUT,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,886575
3/12/2020 8:03,LOGIN,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,886584
3/12/2020 8:03,LOGOUT,HBA2010,AUTHORIZED,TX,STOREROOM CLERK,886584
3/12/2020 8:03,TIMEOUT,HBA1867,AUTHORIZED,LA,PLANNER,887040
3/12/2020 8:03,TIMEOUT,HBA1751,AUTHORIZED,LA,ENGINEER,886698
3/12/2020 8:04,SYSLOGOUT,HBA1601,AUTHORIZED,TX,STOREROOM CLERK,886673
3/12/2020 8:04,TIMEOUT,HBA1861,LIMITED,LA,CONTRACTOR SUPERVISOR,887052
3/12/2020 8:04,LOGIN,HBA1775,LIMITED,LA,MAINTENANCE TECHNICIAN,886585
3/12/2020 8:04,TIMEOUT,HBA1855,AUTHORIZED,LA,CONTRACTOR PLANNER,886578
3/12/2020 8:04,LOGOUT,HBA1776,AUTHORIZED,TX,SCHEDULER,887146
